0.005072,-0.04387,0.999024,-0.010617,-0.991661,-0.128874,-0.000625,0.058253,0.128776,-0.99069,-0.044158,0.014409
-0.001297,-0.060999,0.998137,0.182462,-0.993218,-0.115962,-0.008377,0.071984,0.116256,-0.991379,-0.060435,0.009906
-0.137416,-0.121861,0.982989,0.463835,-0.986062,-0.077154,-0.14741,-0.0585,0.093805,-0.989544,-0.10956,-0.001305
-0.137939,-0.116836,0.983525,0.893326,-0.986596,-0.071199,-0.146828,-0.256598,0.08718,-0.990596,-0.105449,-0.001752
-0.073814,-0.088008,0.993381,1.290872,-0.993986,-0.074309,-0.080442,-0.456798,0.080896,-0.993344,-0.081994,-0.001045
-0.009937,-0.289126,0.95724,1.455009,-0.997787,-0.060066,-0.0285,-0.517568,0.065738,-0.955405,-0.287889,-0.005043
0.015629,-0.25757,0.966133,1.622079,-0.996575,-0.082485,-0.005869,-0.498637,0.081203,-0.962733,-0.257977,0.096832
0.103574,-0.230674,0.967503,1.817789,-0.992725,-0.084014,0.086244,-0.558006,0.06139,-0.969397,-0.237698,0.1029
0.165206,-0.225588,0.960113,2.113821,-0.968276,-0.222152,0.114414,-0.566669,0.18748,-0.948556,-0.255132,0.172785
0.153099,-0.073081,0.985505,2.35211,-0.978947,-0.147446,0.141146,-0.665024,0.134994,-0.986366,-0.094116,0.281655
0.147777,0.036522,0.988346,2.563779,-0.966999,-0.204371,0.152137,-0.6859,0.207546,-0.978212,0.005116,0.398246
0.072941,0.005911,0.997319,2.824873,-0.962157,-0.26283,0.071928,-0.706326,0.262551,-0.964824,-0.013484,0.425706
0.074745,-0.00947,0.997158,3.222206,-0.973344,-0.218122,0.070888,-0.616559,0.21683,-0.975876,-0.025521,0.4289
0.07955,-0.073005,0.994154,3.677079,-0.990951,-0.113952,0.070925,-0.545442,0.108108,-0.9908,-0.08141,0.288102
-0.053109,-0.172856,0.983514,4.19314,-0.997187,-0.042984,-0.061402,-0.544751,0.052889,-0.984009,-0.170087,0.196284
-0.082579,-0.09875,0.99168,4.603528,-0.984509,0.162518,-0.065798,-0.420183,-0.154668,-0.981752,-0.110641,0.073893
0.045345,-0.159773,0.986112,5.023346,-0.991965,0.109507,0.063357,-0.436706,-0.118109,-0.981061,-0.153524,-0.044885
0.170573,-0.079893,0.982101,5.507963,-0.983763,0.042657,0.174332,-0.42339,-0.055821,-0.99589,-0.071319,-0.150783
0.333169,-0.083944,0.939123,5.95678,-0.94264,-0.051503,0.329814,-0.402297,0.020682,-0.995139,-0.096289,0.000569
0.20074,-0.050051,0.978365,6.454123,-0.979376,-0.033623,0.199227,-0.329741,0.022924,-0.998181,-0.055768,0.082868
0.034438,-0.137874,0.989851,6.99655,-0.999405,-0.003056,0.034344,-0.294942,-0.00171,-0.990445,-0.137897,0.030463
0.135151,-0.219759,0.966147,7.452508,-0.988717,-0.093487,0.117044,-0.3494,0.064601,-0.971065,-0.229914,-0.055635
-0.048292,-0.113996,0.992307,7.706978,-0.998134,-0.031661,-0.052213,-0.404864,0.037369,-0.992977,-0.112255,-0.096242
-0.170387,-0.150647,0.973794,8.024581,-0.983467,-0.035515,-0.177574,-0.459145,0.061335,-0.98795,-0.142105,-0.100857
-0.12296,-0.124803,0.984533,8.341848,-0.990504,-0.046057,-0.129544,-0.491053,0.061512,-0.991112,-0.117955,-0.094325
-0.104851,-0.087795,0.990605,8.473074,-0.992944,-0.046247,-0.109198,-0.469655,0.0554,-0.995064,-0.082326,-0.101829
0.072966,-0.115134,0.990667,8.695592,-0.995468,-0.069148,0.065283,-0.478534,0.060987,-0.99094,-0.119657,-0.104445
0.209417,-0.085297,0.974099,9.053989,-0.976009,-0.078945,0.202915,-0.490748,0.059592,-0.993223,-0.099783,-0.113536
0.302914,-0.095096,0.948261,9.423561,-0.951527,-0.085814,0.295351,-0.539663,0.053288,-0.991762,-0.116481,-0.113317
0.393166,-0.07353,0.916523,9.80272,-0.918194,-0.083845,0.387156,-0.517647,0.048378,-0.993762,-0.10048,-0.118032
0.303479,-0.072468,0.950078,9.945547,-0.951367,-0.078435,0.297908,-0.539229,0.052931,-0.994282,-0.092747,-0.125258
0.351473,-0.080728,0.932711,10.256698,-0.935155,-0.077294,0.345704,-0.423774,0.044185,-0.993735,-0.10266,-0.134148
0.305997,-0.084414,0.948283,10.715649,-0.950967,-0.074206,0.300258,-0.254881,0.045023,-0.993664,-0.102981,-0.149485
0.15823,-0.143367,0.976939,11.234365,-0.985119,-0.090174,0.146322,-0.093949,0.067117,-0.985553,-0.155501,-0.180262
-0.028281,-0.162791,0.986255,11.668212,-0.996046,-0.078543,-0.041526,-0.042432,0.084223,-0.983529,-0.159926,-0.191606
-0.16181,-0.165361,0.972869,11.883689,-0.983905,-0.04871,-0.171925,-0.118854,0.075818,-0.98503,-0.154818,-0.204547
-0.118909,-0.114551,0.986275,11.904729,-0.992405,0.045241,-0.114393,-0.104555,-0.031516,-0.992387,-0.119061,-0.172641
-0.058566,-0.118699,0.991202,11.919887,-0.958031,-0.272424,-0.089229,-0.057048,0.280619,-0.954828,-0.097762,0.051562
-0.176114,-0.185937,0.96665,11.889098,-0.899608,-0.368248,-0.234732,-0.038991,0.399612,-0.910945,-0.102416,0.21708
-0.114002,-0.14946,0.982174,11.894509,-0.956857,-0.249435,-0.14902,-0.004114,0.267261,-0.956788,-0.114576,0.135377
-0.088167,-0.095149,0.991551,11.931519,-0.983765,-0.147888,-0.101666,-0.043318,0.156311,-0.984417,-0.080565,0.022068
-0.144744,-0.108061,0.983551,11.905007,-0.98943,0.024622,-0.142904,-0.08904,-0.008774,-0.993839,-0.110482,-0.116388
-0.02265,-0.250586,0.967829,11.89879,-0.997496,-0.05922,-0.038677,-0.078737,0.067007,-0.966281,-0.248618,-0.209325
0.26787,-0.295055,0.917163,12.153752,-0.959364,-0.169322,0.225724,-0.081447,0.088694,-0.940358,-0.328422,-0.203425
0.058486,-0.408961,0.910676,12.213404,-0.987871,-0.155155,-0.006232,-0.127386,0.143844,-0.899265,-0.413075,-0.206528
0.231498,-0.46411,0.854991,12.362423,-0.965055,-0.22049,0.141611,-0.085581,0.122794,-0.857896,-0.498935,-0.201331
0.521868,-0.285134,0.80396,12.649209,-0.850129,-0.251455,0.462656,0.002048,0.070241,-0.924916,-0.373627,-0.221432
0.50337,-0.178934,0.845341,13.083894,-0.861275,-0.182535,0.474221,0.187716,0.06945,-0.96678,-0.245994,-0.206111
0.347767,-0.206422,0.914575,13.474752,-0.93549,-0.141512,0.32378,0.236482,0.062588,-0.968176,-0.242319,-0.22586
0.276879,-0.255303,0.926368,14.038574,-0.958887,-0.135856,0.249157,0.289293,0.062241,-0.957269,-0.282423,-0.225206
0.131022,-0.266296,0.954945,14.604238,-0.988795,-0.104615,0.106493,0.413181,0.071543,-0.958197,-0.277018,-0.239738
-0.047948,-0.293762,0.954675,15.236358,-0.994806,-0.071868,-0.072078,0.45014,0.089784,-0.953173,-0.288791,-0.234922
-0.06152,-0.354517,0.933024,15.816175,-0.99379,-0.065077,-0.090254,0.421855,0.092715,-0.932782,-0.348312,-0.250023
-0.166542,-0.390837,0.905268,16.377493,-0.979864,-0.036953,-0.196219,0.246804,0.110142,-0.919718,-0.376813,-0.230666
-0.171918,-0.446245,0.878242,16.769611,-0.977467,-0.033575,-0.208402,0.111227,0.122485,-0.894281,-0.430417,-0.264768
0.010162,-0.240969,0.97048,17.194141,-0.995241,-0.096503,-0.01354,0.000566,0.096917,-0.965723,-0.240803,-0.242483
0.054531,-0.144373,0.98802,17.527393,-0.996739,-0.066816,0.045249,-0.037502,0.059483,-0.987265,-0.147545,-0.273754
-0.312761,-0.144684,0.938748,18.097361,-0.947338,-0.024055,-0.31933,-0.188474,0.068784,-0.989186,-0.129541,-0.289617
-0.512611,-0.241516,0.823954,18.39369,-0.850957,0.014972,-0.525022,-0.409648,0.114465,-0.970281,-0.213194,-0.299721
-0.46439,-0.283443,0.839048,18.520834,-0.870919,-0.025806,-0.490748,-0.440393,0.160751,-0.958642,-0.234872,-0.280585
-0.502684,-0.365077,0.783599,18.589861,-0.772728,-0.216616,-0.596631,-0.382687,0.387556,-0.905426,-0.173216,-0.201408
-0.413844,-0.34334,0.84312,18.862059,-0.893328,-0.025089,-0.448705,-0.343276,0.175211,-0.938876,-0.296332,-0.226057
-0.46885,-0.389062,0.792975,19.105267,-0.849585,-0.046951,-0.525357,-0.405337,0.241628,-0.920014,-0.308529,-0.204393
-0.727828,-0.402898,0.554923,19.130274,-0.603711,-0.007372,-0.797169,-0.385049,0.325268,-0.915215,-0.237868,-0.188932
